#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"sihost","1","871","2203492831232","23347200","9220096","28720","C:\WINDOWS\system32\sihost.exe","Microsoft Corporation","20.09375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"6520","Microsoft.Win32.SafeHandles.SafeProcessHandle","871","3440",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28720","28720","9220096","9220096","300904","300904","9531392","9531392","28110848","28110848","182345728","2203500568576","True","Normal","9220096","9220096","00:00:09.2343750","sihost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:00:20.0937500","00:00:10.8593750","174608384","2203492831232","False",,,,"23347200","23347200",,
"smartscreen","1","419","2238102970368","24715264","8622080","23320","C:\Windows\System32\smartscreen.exe","Microsoft Corporation","0.0625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Defender SmartScreen","Microsoft? Windows? Operating System","Process","8",,"False",,"6372","Microsoft.Win32.SafeHandles.SafeProcessHandle","419","16928",".","0","","System.Diagnostics.ProcessModule (smartscreen.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23320","23320","8622080","8622080","228472","228472","9138176","9138176","25026560","25026560","430129152","2238108090368","True","Normal","8622080","8622080","00:00:00.0156250","smartscreen","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:41:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0468750","425009152","2238102970368","False",,,,"24715264","24715264",,
"smss","0","53","2203359752192","495616","1093632","3224",,,"0.21875",,,,,"Process","11",,,,,,"53","636",".","0","",,,,,"3224","3224","1093632","1093632","13208","13208","1191936","1191936","1310720","1310720","49659904","2203367882752",,,"1093632","1093632","00:00:00.2031250","smss",,"True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:22",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0156250","41529344","2203359752192","False",,,,"495616","495616",,
"splwow64","1","228","2203449831424","16781312","4542464","14272","C:\WINDOWS\splwow64.exe","Microsoft Corporation","0.140625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Print driver host for applications","Microsoft? Windows? Operating System","Process","8",,"False",,"5452","Microsoft.Win32.SafeHandles.SafeProcessHandle","228","524",".","0","","System.Diagnostics.ProcessModule (splwow64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14272","14272","4542464","4542464","190304","190304","4886528","4886528","18178048","18178048","150884352","2203469107200","True","Normal","4542464","4542464","00:00:00.0468750","splwow64","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:23:21",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0937500","131608576","2203449831424","False",,,,"16781312","16781312",,
"spoolsv","0","465","2203425865728","6680576","6615040","25456","C:\WINDOWS\System32\spoolsv.exe","Microsoft Corporation","2.640625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Spooler SubSystem App","Microsoft? Windows? Operating System","Process","8",,"False",,"5580","Microsoft.Win32.SafeHandles.SafeProcessHandle","465","4444",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25456","25456","6615040","6615040","151728","151728","7147520","7147520","17506304","17506304","110788608","2203429011456","True","Normal","6615040","6615040","00:00:01.6406250","spoolsv","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:02.6406250","00:00:01","107642880","2203425865728","False",,,,"6680576","6680576",,
"sqlwriter","0","142","4374700032","2818048","2142208","9848","C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe","Microsoft Corporation","0.015625","2015.0130.1601.05 ((SQL16_RTM).160429-2226)","13.0.1601.5","SQL Server VSS Writer - 64 Bit","Microsoft SQL Server","Process","8",,"False",,"5864","Microsoft.Win32.SafeHandles.SafeProcessHandle","142","5228",".","0","","System.Diagnostics.ProcessModule (sqlwriter.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9848","9848","2142208","2142208","84936","84936","2990080","2990080","8560640","8560640","92315648","4387282944","True","Normal","2142208","2142208","00:00:00.0156250","sqlwriter","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","79732736","4374700032","False",,,,"2818048","2818048",,
"StartMenuExperienceHost","1","607","2203653079040","54054912","28143616","31456","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",,"9.03125",,,,,"Process","8",,"False",,"6960","Microsoft.Win32.SafeHandles.SafeProcessHandle","607","9224",".","0","","System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31456","31456","28143616","28143616","648992","648992","36052992","36052992","95301632","95301632","524734464","2203842957312","True","Normal","28143616","28143616","00:00:02.6562500","StartMenuExperienceHost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:02",,"System.Diagnostics.ProcessThreadCollection","00:00:09.0312500","00:00:06.3750000","334856192","2203653079040","False",,,,"54054912","54054912",,
"SupportAssistAgent","0","1078","5677785088","60624896","618835968","94368","C:\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe","Dell Inc.","106.828125","3.9.1.245","3.9.1.245","Service","Service","Process","8",,"False",,"6024","Microsoft.Win32.SafeHandles.SafeProcessHandle","1078","14836",".","0","","System.Diagnostics.ProcessModule (SupportAssistAgent.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","94368","94368","618835968","618835968","676672","676672","624316416","624316416","138686464","138686464","1390530560","5685497856","True","Normal","618835968","618835968","00:00:49.2968750","SupportAssistAgent","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:48",,"System.Diagnostics.ProcessThreadCollection","00:01:46.8281250","00:00:57.5312500","1382817792","5677785088","False",,,,"60624896","60624896",,
"svchost","0","130","2203390078976","8204288","1748992","9648","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4044","Microsoft.Win32.SafeHandles.SafeProcessHandle","130","276",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9648","9648","1748992","1748992","69144","69144","2084864","2084864","8306688","8306688","74477568","2203392700416","True","Normal","1748992","1748992","00:00:00.0156250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","03-06-2021 14:41:18",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","71856128","2203390078976","False",,,,"8204288","8204288",,
"svchost","0","2099","2203493871616","31436800","19935232","25568","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","108.59375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4780","Microsoft.Win32.SafeHandles.SafeProcessHandle","2099","972",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25568","25568","19935232","19935232","865720","865720","23261184","23261184","34652160","34652160","195526656","2203513749504","True","Normal","19935232","19935232","00:01:08.5625000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:01:48.5937500","00:00:40.0312500","175648768","2203493871616","False",,,,"31436800","31436800",,
"svchost","0","1750","2203433766912","17928192","17104896","20432","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","90.6875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4860","Microsoft.Win32.SafeHandles.SafeProcessHandle","1750","1152",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20432","20432","17104896","17104896","231888","231888","17555456","17555456","19148800","19148800","209162240","2203527385088","True","Normal","17104896","17104896","00:00:31.4531250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:01:30.6875000","00:00:59.2343750","115544064","2203433766912","False",,,,"17928192","17928192",,
"svchost","0","442","2203399413760","4825088","3809280","10600","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","8.5625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2588","Microsoft.Win32.SafeHandles.SafeProcessHandle","442","1196",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10600","10600","3809280","3809280","120304","120304","4136960","4136960","9072640","9072640","85909504","2203404132352","True","Normal","3809280","3809280","00:00:05.2187500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:08.5625000","00:00:03.3437500","81190912","2203399413760","False",,,,"4825088","4825088",,
"svchost","0","290","2203398209536","2666496","2179072","10936","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","2.140625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6136","Microsoft.Win32.SafeHandles.SafeProcessHandle","290","1400",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10936","10936","2179072","2179072","92976","92976","2682880","2682880","9236480","9236480","85753856","2203403976704","True","Normal","2179072","2179072","00:00:01.6875000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1406250","00:00:00.4531250","79986688","2203398209536","False",,,,"2666496","2666496",,
"svchost","0","325","2203417714688","7884800","4505600","26840","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","215.65625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5084","Microsoft.Win32.SafeHandles.SafeProcessHandle","325","1504",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26840","26840","4505600","4505600","100872","100872","7061504","7061504","12800000","12800000","102645760","2203420868608","True","Normal","4505600","4505600","00:01:53.5156250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:03:35.6562500","00:01:42.1406250","99491840","2203417714688","False",,,,"7884800","7884800",,
"svchost","0","250","2203392782336","3837952","2076672","30416","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.109375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4064","Microsoft.Win32.SafeHandles.SafeProcessHandle","250","1512",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30416","30416","2076672","2076672","83512","83512","2756608","2756608","9379840","9379840","80326656","2203398549504","True","Normal","2076672","2076672","00:00:00.8437500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1093750","00:00:00.2656250","74559488","2203392782336","False",,,,"3837952","3837952",,
"svchost","0","182","2203408617472","11624448","12595200","38856","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","38.671875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4748","Microsoft.Win32.SafeHandles.SafeProcessHandle","182","1520",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38856","38856","12595200","12595200","57496","57496","14057472","14057472","13172736","13172736","92491776","2203410714624","True","Normal","12595200","12595200","00:00:16.5468750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:38.6718750","00:00:22.1250000","90394624","2203408617472","False",,,,"11624448","11624448",,
"svchost","0","247","2203415789568","6545408","2809856","24920","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","44.90625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4760","Microsoft.Win32.SafeHandles.SafeProcessHandle","247","1528",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24920","24920","2809856","2809856","110784","110784","3563520","3563520","12320768","12320768","102838272","2203421061120","True","Normal","2809856","2809856","00:00:27.6250000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:44.9062500","00:00:17.2812500","97566720","2203415789568","False",,,,"6545408","6545408",,
"svchost","0","199","2203392835584","3465216","1781760","12304","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.140625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6084","Microsoft.Win32.SafeHandles.SafeProcessHandle","199","1536",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12304","12304","1781760","1781760","72552","72552","2203648","2203648","7708672","7708672","78024704","2203396247552","True","Normal","1781760","1781760","00:00:00.7656250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1406250","00:00:00.3750000","74612736","2203392835584","False",,,,"3465216","3465216",,
"svchost","0","389","2203422392320","10174464","6762496","17584","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","14.234375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5060","Microsoft.Win32.SafeHandles.SafeProcessHandle","389","1628",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17584","17584","6762496","6762496","275448","275448","7634944","7634944","16613376","16613376","136200192","2203454423040","True","Normal","6762496","6762496","00:00:08.8906250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:14.2343750","00:00:05.3437500","104169472","2203422392320","False",,,,"10174464","10174464",,
"svchost","0","374","2203393875968","4538368","3129344","10216","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","24.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3784","Microsoft.Win32.SafeHandles.SafeProcessHandle","374","1696",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10216","10216","3129344","3129344","80312","80312","4788224","4788224","8212480","8212480","87711744","2203405934592","True","Normal","3129344","3129344","00:00:10.8906250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:24.0781250","00:00:13.1875000","75653120","2203393875968","False",,,,"4538368","4538368",,
"svchost","0","409","2203405246464","5783552","3190784","16672","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","6.25","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5412","Microsoft.Win32.SafeHandles.SafeProcessHandle","409","1704",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16672","16672","3190784","3190784","106944","106944","4018176","4018176","11034624","11034624","94117888","2203412340736","True","Normal","3190784","3190784","00:00:03.3593750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:06.2500000","00:00:02.8906250","87023616","2203405246464","False",,,,"5783552","5783552",,
"svchost","0","273","2203412185088","6586368","3063808","14136","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","28.59375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5428","Microsoft.Win32.SafeHandles.SafeProcessHandle","273","1804",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14136","14136","3063808","3063808","117656","117656","3362816","3362816","11030528","11030528","97107968","2203415330816","True","Normal","3063808","3063808","00:00:17.6875000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:28.5937500","00:00:10.9062500","93962240","2203412185088","False",,,,"6586368","6586368",,
"svchost","0","182","2203394752512","2023424","1642496","7200","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","2.453125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4652","Microsoft.Win32.SafeHandles.SafeProcessHandle","182","1828",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7200","7200","1642496","1642496","59632","59632","1695744","1695744","6307840","6307840","79675392","2203397898240","True","Normal","1642496","1642496","00:00:01.0781250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4531250","00:00:01.3750000","76529664","2203394752512","False",,,,"2023424","2023424",,
"svchost","0","442","2203401433088","4739072","2146304","9512","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.59375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3008","Microsoft.Win32.SafeHandles.SafeProcessHandle","442","1848",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","2146304","2146304","134616","134616","2617344","2617344","12386304","12386304","86880256","2203405103104","True","Normal","2146304","2146304","00:00:00.3125000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5937500","00:00:00.2812500","83210240","2203401433088","False",,,,"4739072","4739072",,
"svchost","0","247","2203434807296","6025216","5472256","13864","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.75","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5592","Microsoft.Win32.SafeHandles.SafeProcessHandle","247","1860",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13864","13864","5472256","5472256","159480","159480","5820416","5820416","16400384","16400384","122351616","2203440574464","True","Normal","5472256","5472256","00:00:00.5312500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7500000","00:00:00.2187500","116584448","2203434807296","False",,,,"6025216","6025216",,
"svchost","0","358","2203417300992","7159808","5373952","16168","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","206.46875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1176","Microsoft.Win32.SafeHandles.SafeProcessHandle","358","1936",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16168","16168","5373952","5373952","89304","89304","6328320","6328320","10145792","10145792","108515328","2203426738176","True","Normal","5373952","5373952","00:02:41.3593750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:03:26.4687500","00:00:45.1093750","99078144","2203417300992","False",,,,"7159808","7159808",,
"svchost","0","266","2203398819840","5414912","3108864","15776","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.59375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4964","Microsoft.Win32.SafeHandles.SafeProcessHandle","266","2040",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15776","15776","3108864","3108864","95032","95032","3993600","3993600","10792960","10792960","88461312","2203406684160","True","Normal","3108864","3108864","00:00:00.8593750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:43:12",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5937500","00:00:00.7343750","80596992","2203398819840","False",,,,"5414912","5414912",,
"svchost","0","143","2203396349952","3747840","1884160","9104","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.1875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3052","Microsoft.Win32.SafeHandles.SafeProcessHandle","143","2060",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9104","9104","1884160","1884160","79840","79840","2011136","2011136","8413184","8413184","83009536","2203401232384","True","Normal","1884160","1884160","00:00:00.0468750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","01-06-2021 14:17:42",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.1406250","78127104","2203396349952","False",,,,"3747840","3747840",,
"svchost","0","194","2203404996608","1859584","1982464","11144","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.25","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4040","Microsoft.Win32.SafeHandles.SafeProcessHandle","194","2092",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11144","11144","1982464","1982464","102296","102296","2334720","2334720","9826304","9826304","92540928","2203410763776","True","Normal","1982464","1982464","00:00:00.0468750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2500000","00:00:00.2031250","86773760","2203404996608","False",,,,"1859584","1859584",,
"svchost","0","361","2203426963456","17743872","3923968","13592","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","9.859375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6968","Microsoft.Win32.SafeHandles.SafeProcessHandle","361","2104",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13592","13592","3923968","3923968","143936","143936","4403200","4403200","19341312","19341312","129122304","2203447345152","True","Normal","3923968","3923968","00:00:06.1250000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:09.8593750","00:00:03.7343750","108740608","2203426963456","False",,,,"17743872","17743872",,
"svchost","0","136","2203395747840","2363392","1740800","8768","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.15625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5860","Microsoft.Win32.SafeHandles.SafeProcessHandle","136","2168",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8768","8768","1740800","1740800","74008","74008","1937408","1937408","6684672","6684672","80670720","2203398893568","True","Normal","1740800","1740800","00:00:00.0937500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0625000","77524992","2203395747840","False",,,,"2363392","2363392",,
"svchost","0","221","2203410812928","6328320","3325952","12096","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","32.546875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3192","Microsoft.Win32.SafeHandles.SafeProcessHandle","221","2212",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12096","12096","3325952","3325952","108968","108968","3547136","3547136","12173312","12173312","105127936","2203423350784","True","Normal","3325952","3325952","00:00:22.6093750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:47",,"System.Diagnostics.ProcessThreadCollection","00:00:32.5468750","00:00:09.9375000","92590080","2203410812928","False",,,,"6328320","6328320",,
"svchost","0","464","2203435778048","16363520","20115456","15832","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","1031.984375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6076","Microsoft.Win32.SafeHandles.SafeProcessHandle","464","2268",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15832","15832","20115456","20115456","96096","96096","29978624","29978624","24649728","24649728","296669184","2203614892032","True","Normal","20115456","20115456","00:06:23.3750000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:17:11.9843750","00:10:48.6093750","117555200","2203435778048","False",,,,"16363520","16363520",,
